class_ratio,repeat_id,fold_id,method,group_id,group_name,group_size,group_total,top_share,hhi,entropy_norm,max_member_value
0.1,0,0,shap,0,credit_amount+duration_months,2,0.32848874152989227,0.6209439112398278,0.5292548593319747,0.9573726383744107,0.2039730839638202
0.1,0,0,shap,1,credit_history+existing_credits,2,0.11984935462791879,0.8560039352715129,0.753477603857607,0.594609224288467,0.10259151920124959
0.1,0,0,shap,2,housing+property,2,0.2875283154282498,0.6859356339000838,0.569144119907652,0.8978094952162359,0.19722591730749978
0.1,0,0,shap,3,age_years,1,0.3712619053834082,1.0,1.0,,0.3712619053834082
0.1,0,0,shap,4,checking_status,1,0.260427327345,1.0,1.0,,0.260427327345
0.1,0,0,shap,5,employment_since,1,0.1234288402499498,1.0,1.0,,0.1234288402499498
0.1,0,0,shap,6,foreign_worker,1,0.0072552906774997,1.0,1.0,,0.0072552906774997
0.1,0,0,shap,7,installment_rate,1,0.19128746938555918,1.0,1.0,,0.19128746938555918
0.1,0,0,shap,8,job,1,0.044994230334024804,1.0,1.0,,0.044994230334024804
0.1,0,0,shap,9,other_debtors,1,0.0164295100453746,1.0,1.0,,0.0164295100453746
0.1,0,0,shap,10,other_installment_plans,1,0.061352170186749794,1.0,1.0,,0.061352170186749794
0.1,0,0,shap,11,people_liable,1,0.0113139034153373,1.0,1.0,,0.0113139034153373
0.1,0,0,shap,12,personal_status_sex,1,0.0791472415074999,1.0,1.0,,0.0791472415074999
0.1,0,0,shap,13,purpose,1,0.1378044145587492,1.0,1.0,,0.1378044145587492
0.1,0,0,shap,14,residence_since,1,0.22002045599411568,1.0,1.0,,0.22002045599411568
0.1,0,0,shap,15,savings_status,1,0.1977336463279998,1.0,1.0,,0.1977336463279998
0.1,0,0,shap,16,telephone,1,0.0817541603599999,1.0,1.0,,0.0817541603599999
0.1,0,0,pfi,0,credit_amount+duration_months,2,0.027547619047618998,0.5453759723422645,0.504117957732012,0.9940508609469545,0.015023809523809498
0.1,0,0,pfi,1,credit_history+existing_credits,2,0.018678571428571194,0.9713193116634843,0.9442837870938813,0.1877318019937877,0.018142857142856995
0.1,0,0,pfi,2,housing+property,2,0.0177976190476177,0.7043478260869713,0.5835160680529422,0.8759110349776946,0.012535714285713598
0.1,0,0,pfi,3,age_years,1,0.028130952380952097,1.0,1.0,,0.028130952380952097
0.1,0,0,pfi,4,checking_status,1,0.0537619047619047,1.0,1.0,,0.0537619047619047
0.1,0,0,pfi,5,employment_since,1,0.005619047619047423,1.0,1.0,,0.005619047619047423
0.1,0,0,pfi,6,foreign_worker,1,0.0007500000000000704,1.0,1.0,,0.0007500000000000704
0.1,0,0,pfi,7,installment_rate,1,0.0003690476190475593,1.0,1.0,,0.0003690476190475593
0.1,0,0,pfi,8,job,1,0.0015595238095234799,1.0,1.0,,0.0015595238095234799
0.1,0,0,pfi,9,other_debtors,1,0.0023452380952375573,1.0,1.0,,0.0023452380952375573
0.1,0,0,pfi,10,other_installment_plans,1,0.0075476190476188995,1.0,1.0,,0.0075476190476188995
0.1,0,0,pfi,11,people_liable,1,0.0002380952380952852,1.0,1.0,,0.0002380952380952852
0.1,0,0,pfi,12,personal_status_sex,1,0.004380952380952011,1.0,1.0,,0.004380952380952011
0.1,0,0,pfi,13,purpose,1,0.013547619047618899,1.0,1.0,,0.013547619047618899
0.1,0,0,pfi,14,residence_since,1,0.0084999999999998,1.0,1.0,,0.0084999999999998
0.1,0,0,pfi,15,savings_status,1,0.01601190476190495,1.0,1.0,,0.01601190476190495
0.1,0,0,pfi,16,telephone,1,0.0031785714285715,1.0,1.0,,0.0031785714285715
0.3,0,0,shap,0,credit_amount+duration_months,2,0.3513454095831069,0.6345441117495166,0.5362042360129329,0.9471189939068098,0.22294416084118268
0.3,0,0,shap,1,credit_history+existing_credits,2,0.2161612221839077,0.8066769944074234,0.6881015577975416,0.7083714019521614,0.1743722850187499
0.3,0,0,shap,2,housing+property,2,0.2436145236994995,0.5857683861780892,0.5147124321351877,0.9786691091058365,0.1427016863969997
0.3,0,0,shap,3,age_years,1,0.1307945136812972,1.0,1.0,,0.1307945136812972
0.3,0,0,shap,4,checking_status,1,0.4234375534049999,1.0,1.0,,0.4234375534049999
0.3,0,0,shap,5,employment_since,1,0.1004039525394993,1.0,1.0,,0.1004039525394993
0.3,0,0,shap,6,foreign_worker,1,0.0107220922674999,1.0,1.0,,0.0107220922674999
0.3,0,0,shap,7,installment_rate,1,0.1325147455466389,1.0,1.0,,0.1325147455466389
0.3,0,0,shap,8,job,1,0.0321386568867495,1.0,1.0,,0.0321386568867495
0.3,0,0,shap,9,other_debtors,1,0.0214376458832497,1.0,1.0,,0.0214376458832497
0.3,0,0,shap,10,other_installment_plans,1,0.0864111626849998,1.0,1.0,,0.0864111626849998
0.3,0,0,shap,11,people_liable,1,0.0025003662249668,1.0,1.0,,0.0025003662249668
0.3,0,0,shap,12,personal_status_sex,1,0.11972904999899989,1.0,1.0,,0.11972904999899989
0.3,0,0,shap,13,purpose,1,0.22151410670524935,1.0,1.0,,0.22151410670524935
0.3,0,0,shap,14,residence_since,1,0.0188415552003559,1.0,1.0,,0.0188415552003559
0.3,0,0,shap,15,savings_status,1,0.1875370331574998,1.0,1.0,,0.1875370331574998
0.3,0,0,shap,16,telephone,1,0.0697587158124999,1.0,1.0,,0.0697587158124999
0.3,0,0,pfi,0,credit_amount+duration_months,2,0.005964285714285869,0.7664670658682652,0.6420093943848848,0.7841193431589134,0.0045714285714287
0.3,0,0,pfi,1,credit_history+existing_credits,2,0.019726190476190383,0.8750754375377391,0.7813631676882529,0.543352625718262,0.017261904761905082
0.3,0,0,pfi,2,housing+property,2,0.015023809523808121,0.7115689381933511,0.5895228312165239,0.8666859120745559,0.0106904761904753
0.3,0,0,pfi,3,age_years,1,0.013333333333333,1.0,1.0,,0.013333333333333
0.3,0,0,pfi,4,checking_status,1,0.05864285714285726,1.0,1.0,,0.05864285714285726
0.3,0,0,pfi,5,employment_since,1,0.010035714285714455,1.0,1.0,,0.010035714285714455
0.3,0,0,pfi,6,foreign_worker,1,0.000702380952381111,1.0,1.0,,0.000702380952381111
0.3,0,0,pfi,7,installment_rate,1,0.0012857142857144,1.0,1.0,,0.0012857142857144
0.3,0,0,pfi,8,job,1,0.0034404761904758803,1.0,1.0,,0.0034404761904758803
0.3,0,0,pfi,9,other_debtors,1,0.0052619047619043005,1.0,1.0,,0.0052619047619043005
0.3,0,0,pfi,10,other_installment_plans,1,0.0034761904761904704,1.0,1.0,,0.0034761904761904704
0.3,0,0,pfi,11,people_liable,1,0.0005238095238095,1.0,1.0,,0.0005238095238095
0.3,0,0,pfi,12,personal_status_sex,1,0.00738095238095226,1.0,1.0,,0.00738095238095226
0.3,0,0,pfi,13,purpose,1,0.01578571428571421,1.0,1.0,,0.01578571428571421
0.3,0,0,pfi,14,residence_since,1,0.0016190476190478,1.0,1.0,,0.0016190476190478
0.3,0,0,pfi,15,savings_status,1,0.01815476190476259,1.0,1.0,,0.01815476190476259
0.3,0,0,pfi,16,telephone,1,0.004261904761905,1.0,1.0,,0.004261904761905
0.5,0,0,shap,0,credit_amount+duration_months,2,0.4316665004068932,0.517370126686622,0.5006034426022186,0.9991292411499713,0.2233313520018851
0.5,0,0,shap,1,credit_history+existing_credits,2,0.230806700005123,0.7060587340857414,0.5849204037860366,0.8737581645681508,0.1629630864241246
0.5,0,0,shap,2,housing+property,2,0.16597101146260979,0.5133771176920571,0.5003578945554943,0.99948360568443,0.08520571948510998
0.5,0,0,shap,3,age_years,1,0.200253730418388,1.0,1.0,,0.200253730418388
0.5,0,0,shap,4,checking_status,1,0.5465510344899998,1.0,1.0,,0.5465510344899998
0.5,0,0,shap,5,employment_since,1,0.1621332716899999,1.0,1.0,,0.1621332716899999
0.5,0,0,shap,6,foreign_worker,1,0.0151650082574997,1.0,1.0,,0.0151650082574997
0.5,0,0,shap,7,installment_rate,1,0.17081407954528488,1.0,1.0,,0.17081407954528488
0.5,0,0,shap,8,job,1,0.0435969909174998,1.0,1.0,,0.0435969909174998
0.5,0,0,shap,9,other_debtors,1,0.0331005175875,1.0,1.0,,0.0331005175875
0.5,0,0,shap,10,other_installment_plans,1,0.0799743272462499,1.0,1.0,,0.0799743272462499
0.5,0,0,shap,11,people_liable,1,0.0190364571823244,1.0,1.0,,0.0190364571823244
0.5,0,0,shap,12,personal_status_sex,1,0.1574499316914998,1.0,1.0,,0.1574499316914998
0.5,0,0,shap,13,purpose,1,0.3520965236949994,1.0,1.0,,0.3520965236949994
0.5,0,0,shap,14,residence_since,1,0.0065938728468559,1.0,1.0,,0.0065938728468559
0.5,0,0,shap,15,savings_status,1,0.18505357481749968,1.0,1.0,,0.18505357481749968
0.5,0,0,shap,16,telephone,1,0.0784505806899998,1.0,1.0,,0.0784505806899998
0.5,0,0,pfi,0,credit_amount+duration_months,2,0.006107142857142599,0.5867446393762212,0.5150492649210214,0.9781782532833322,0.0035833333333331998
0.5,0,0,pfi,1,credit_history+existing_credits,2,0.014880952380951528,0.7927999999999836,0.6714636799999809,0.7360964415713793,0.011797619047618129
0.5,0,0,pfi,2,housing+property,2,0.005839285714284624,0.627930682976609,0.5327325192937233,0.9522477281629765,0.0036666666666663
0.5,0,0,pfi,3,age_years,1,0.0114404761904763,1.0,1.0,,0.0114404761904763
0.5,0,0,pfi,4,checking_status,1,0.05913095238095129,1.0,1.0,,0.05913095238095129
0.5,0,0,pfi,5,employment_since,1,0.009738095238094501,1.0,1.0,,0.009738095238094501
0.5,0,0,pfi,6,foreign_worker,1,0.00038095238095267776,1.0,1.0,,0.00038095238095267776
0.5,0,0,pfi,7,installment_rate,1,0.0017142857142854002,1.0,1.0,,0.0017142857142854002
0.5,0,0,pfi,8,job,1,0.0034047619047617743,1.0,1.0,,0.0034047619047617743
0.5,0,0,pfi,9,other_debtors,1,0.0072619047619046,1.0,1.0,,0.0072619047619046
0.5,0,0,pfi,10,other_installment_plans,1,0.004119047619046995,1.0,1.0,,0.004119047619046995
0.5,0,0,pfi,11,people_liable,1,0.00041666666666640003,1.0,1.0,,0.00041666666666640003
0.5,0,0,pfi,12,personal_status_sex,1,0.009142857142856231,1.0,1.0,,0.009142857142856231
0.5,0,0,pfi,13,purpose,1,0.017583333333332205,1.0,1.0,,0.017583333333332205
0.5,0,0,pfi,14,residence_since,1,0.0008214285714283,1.0,1.0,,0.0008214285714283
0.5,0,0,pfi,15,savings_status,1,0.014904761904760899,1.0,1.0,,0.014904761904760899
0.5,0,0,pfi,16,telephone,1,0.0006904761904757278,1.0,1.0,,0.0006904761904757278
0.1,0,1,shap,0,credit_amount+duration_months,2,0.3935893071643469,0.7043678231182638,0.5835324142521959,0.8758859895672312,0.27723164348997675
0.1,0,1,shap,1,credit_history+existing_credits,2,0.09694682953777249,0.7199687732805576,0.5967725224371068,0.8554933556647532,0.06979868993574939
0.1,0,1,shap,2,housing+property,2,0.1561170934242495,0.5388970743269149,0.503025964782387,0.9956300415925484,0.0841310448987497
0.1,0,1,shap,3,age_years,1,0.15013172809458147,1.0,1.0,,0.15013172809458147
0.1,0,1,shap,4,checking_status,1,0.2794671179749997,1.0,1.0,,0.2794671179749997
0.1,0,1,shap,5,employment_since,1,0.0634721011229997,1.0,1.0,,0.0634721011229997
